REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
Census Regions,Pacific,2016,23,1309,13,17,2.29183,0.99,1.3
Census Regions,New England,2016,24,367,3,2,1.3624,0.82,0.54
Census Regions,Mid-Atlantic,2016,24,1232,8,10,1.46104,0.65,0.81
Census Regions,East North Central,2016,24,1058,2,3,0.47259,0.19,0.28
Census Regions,West North Central,2016,24,604,2,0,0.331126,0.33,0
Census Regions,South Atlantic,2016,24,1752,18,51,3.93836,1.03,2.91
Census Regions,East South Central,2016,24,333,2,5,2.1021,0.6,1.5
Census Regions,West South Central,2016,24,1128,12,17,2.57092,1.06,1.51
Census Regions,Mountain,2016,24,656,1,0,0.152439,0.15,0
Census Regions,Pacific,2016,24,1234,11,6,1.37763,0.89,0.49
Census Regions,New England,2016,25,296,1,2,1.01351,0.34,0.68
Census Regions,Mid-Atlantic,2016,25,1146,2,8,0.8726,0.17,0.7
Census Regions,East North Central,2016,25,929,2,2,0.430571,0.22,0.22
Census Regions,West North Central,2016,25,509,1,2,0.589391,0.2,0.39
Census Regions,South Atlantic,2016,25,1541,16,48,4.15315,1.04,3.11
Census Regions,East South Central,2016,25,358,1,2,0.837989,0.28,0.56
Census Regions,West South Central,2016,25,939,11,11,2.34292,1.17,1.17
Census Regions,Mountain,2016,25,534,2,1,0.561798,0.37,0.19
Census Regions,Pacific,2016,25,1165,8,7,1.28755,0.69,0.6
Census Regions,New England,2016,26,268,1,0,0.373134,0.37,0
Census Regions,Mid-Atlantic,2016,26,1021,1,4,0.489716,0.1,0.39
Census Regions,East North Central,2016,26,728,1,2,0.412088,0.14,0.27
Census Regions,West North Central,2016,26,513,0,1,0.194932,0,0.19
Census Regions,South Atlantic,2016,26,1224,13,27,3.26797,1.06,2.21
Census Regions,East South Central,2016,26,276,0,1,0.362319,0,0.36
Census Regions,West South Central,2016,26,683,3,10,1.90337,0.44,1.46
Census Regions,Mountain,2016,26,596,2,0,0.33557,0.34,0
Census Regions,Pacific,2016,26,989,5,6,1.11223,0.51,0.61
Census Regions,New England,2016,27,246,1,0,0.406504,0.41,0
Census Regions,Mid-Atlantic,2016,27,840,2,1,0.357143,0.24,0.12
Census Regions,East North Central,2016,27,734,0,1,0.13624,0,0.14
Census Regions,West North Central,2016,27,473,0,3,0.634249,0,0.63
Census Regions,South Atlantic,2016,27,1247,12,20,2.56616,0.96,1.6
Census Regions,East South Central,2016,27,260,1,0,0.384615,0.38,0
Census Regions,West South Central,2016,27,810,3,4,0.864198,0.37,0.49
Census Regions,Mountain,2016,27,560,2,0,0.357143,0.36,0
Census Regions,Pacific,2016,27,808,3,1,0.49505,0.37,0.12
Census Regions,New England,2016,28,228,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,28,945,2,2,0.42328,0.21,0.21
Census Regions,East North Central,2016,28,860,1,1,0.232558,0.12,0.12
Census Regions,West North Central,2016,28,507,1,1,0.394477,0.2,0.2
Census Regions,South Atlantic,2016,28,1169,10,9,1.62532,0.86,0.77
Census Regions,East South Central,2016,28,261,1,0,0.383142,0.38,0
Census Regions,West South Central,2016,28,744,5,8,1.74731,0.67,1.08
Census Regions,Mountain,2016,28,562,1,1,0.355872,0.18,0.18
Census Regions,Pacific,2016,28,1052,3,9,1.14068,0.29,0.86
Census Regions,New England,2016,29,95,1,1,2.10526,1.05,1.05
Census Regions,Mid-Atlantic,2016,29,878,0,3,0.341686,0,0.34
Census Regions,East North Central,2016,29,694,1,0,0.144092,0.14,0
Census Regions,West North Central,2016,29,453,2,1,0.662252,0.44,0.22
Census Regions,South Atlantic,2016,29,1197,6,17,1.92147,0.5,1.42
Census Regions,East South Central,2016,29,250,1,0,0.4,0.4,0
Census Regions,West South Central,2016,29,679,2,2,0.589102,0.29,0.29
Census Regions,Mountain,2016,29,557,3,1,0.718133,0.54,0.18
Census Regions,Pacific,2016,29,1085,8,1,0.829493,0.74,0.09
Census Regions,New England,2016,30,112,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,30,885,1,0,0.112994,0.11,0
Census Regions,East North Central,2016,30,694,2,0,0.288184,0.29,0
Census Regions,West North Central,2016,30,492,0,0,0,0,0
Census Regions,South Atlantic,2016,30,1149,8,16,2.08877,0.7,1.39
Census Regions,East South Central,2016,30,265,2,0,0.754717,0.75,0
Census Regions,West South Central,2016,30,673,2,5,1.04012,0.3,0.74
Census Regions,Mountain,2016,30,539,0,0,0,0,0
Census Regions,Pacific,2016,30,947,5,4,0.95037,0.53,0.42
Census Regions,New England,2016,31,203,0,1,0.492611,0,0.49
Census Regions,Mid-Atlantic,2016,31,831,1,0,0.120337,0.12,0
Census Regions,East North Central,2016,31,729,4,1,0.685871,0.55,0.14
Census Regions,West North Central,2016,31,474,3,0,0.632911,0.63,0
Census Regions,South Atlantic,2016,31,1142,11,11,1.92644,0.96,0.96
Census Regions,East South Central,2016,31,239,1,0,0.41841,0.42,0
Census Regions,West South Central,2016,31,580,5,5,1.72414,0.86,0.86
Census Regions,Mountain,2016,31,553,5,0,0.904159,0.9,0
Census Regions,Pacific,2016,31,924,3,2,0.541126,0.32,0.22
Census Regions,New England,2016,32,177,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,32,881,0,0,0,0,0
Census Regions,East North Central,2016,32,761,3,0,0.394218,0.39,0
Census Regions,West North Central,2016,32,506,0,0,0,0,0
Census Regions,South Atlantic,2016,32,1207,8,20,2.3198,0.66,1.66
Census Regions,East South Central,2016,32,271,3,1,1.47601,1.11,0.37
Census Regions,West South Central,2016,32,589,3,3,1.01868,0.51,0.51
Census Regions,Mountain,2016,32,525,1,0,0.190476,0.19,0
Census Regions,Pacific,2016,32,856,4,6,1.16822,0.47,0.7
Census Regions,New England,2016,33,188,1,0,0.531915,0.53,0
Census Regions,Mid-Atlantic,2016,33,849,5,1,0.706714,0.59,0.12
Census Regions,East North Central,2016,33,689,6,0,0.870827,0.87,0
Census Regions,West North Central,2016,33,521,0,0,0,0,0
Census Regions,South Atlantic,2016,33,1264,12,13,1.97785,0.95,1.03
Census Regions,East South Central,2016,33,284,1,0,0.352113,0.35,0
Census Regions,West South Central,2016,33,590,2,4,1.01695,0.34,0.68
Census Regions,Mountain,2016,33,574,0,0,0,0,0
Census Regions,Pacific,2016,33,1015,0,3,0.295567,0,0.3
Census Regions,New England,2016,34,172,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,34,772,0,1,0.129534,0,0.13
Census Regions,East North Central,2016,34,839,2,1,0.357569,0.24,0.12
Census Regions,West North Central,2016,34,532,0,0,0,0,0
Census Regions,South Atlantic,2016,34,1376,21,17,2.76163,1.53,1.24
Census Regions,East South Central,2016,34,324,1,1,0.617284,0.31,0.31
Census Regions,West South Central,2016,34,710,30,4,4.78873,4.23,0.56
Census Regions,Mountain,2016,34,621,1,0,0.161031,0.16,0
Census Regions,Pacific,2016,34,918,8,1,0.980392,0.87,0.11
Census Regions,New England,2016,35,180,2,0,1.11111,1.11,0
Census Regions,Mid-Atlantic,2016,35,841,3,1,0.475624,0.36,0.12
Census Regions,East North Central,2016,35,797,5,2,0.878294,0.63,0.25
Census Regions,West North Central,2016,35,557,0,0,0,0,0
Census Regions,South Atlantic,2016,35,1465,8,24,2.1843,0.55,1.64
Census Regions,East South Central,2016,35,397,1,2,0.755668,0.25,0.5
Census Regions,West South Central,2016,35,1022,45,12,5.5773,4.4,1.17
Census Regions,Mountain,2016,35,779,3,0,0.385109,0.39,0
Census Regions,Pacific,2016,35,1055,11,0,1.04265,1.04,0
Census Regions,New England,2016,36,239,1,0,0.41841,0.42,0
Census Regions,Mid-Atlantic,2016,36,850,0,2,0.235294,0,0.24
Census Regions,East North Central,2016,36,890,2,1,0.337079,0.22,0.11
Census Regions,West North Central,2016,36,670,3,0,0.447761,0.45,0
Census Regions,South Atlantic,2016,36,1766,21,35,3.17101,1.19,1.98
Census Regions,East South Central,2016,36,404,0,0,0,0,0
Census Regions,West South Central,2016,36,1059,17,16,3.11615,1.61,1.51
Census Regions,Mountain,2016,36,786,3,0,0.381679,0.38,0
Census Regions,Pacific,2016,36,1068,10,2,1.1236,0.94,0.19
Census Regions,New England,2016,37,315,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,37,1035,6,2,0.772947,0.58,0.19
Census Regions,East North Central,2016,37,1134,8,4,1.0582,0.71,0.35
Census Regions,West North Central,2016,37,668,0,0,0,0,0
Census Regions,South Atlantic,2016,37,1811,28,34,3.42352,1.55,1.88
Census Regions,East South Central,2016,37,450,6,2,1.77778,1.33,0.44
Census Regions,West South Central,2016,37,1142,10,14,2.10158,0.88,1.23
Census Regions,Mountain,2016,37,876,3,0,0.342466,0.34,0
Census Regions,Pacific,2016,37,1296,13,2,1.15741,1,0.15
Census Regions,New England,2016,38,415,2,0,0.481928,0.48,0
Census Regions,Mid-Atlantic,2016,38,1153,2,1,0.260191,0.17,0.09
Census Regions,East North Central,2016,38,1143,7,4,0.96238,0.61,0.35
Census Regions,West North Central,2016,38,762,4,1,0.656168,0.52,0.13
Census Regions,South Atlantic,2016,38,1919,38,36,3.85618,1.98,1.88
Census Regions,East South Central,2016,38,504,2,2,0.793651,0.4,0.4
Census Regions,West South Central,2016,38,1210,10,19,2.39669,0.83,1.57
Census Regions,Mountain,2016,38,856,4,0,0.46729,0.47,0
Census Regions,Pacific,2016,38,1456,28,4,2.1978,1.92,0.27
Census Regions,New England,2016,39,465,2,0,0.430108,0.43,0
Census Regions,Mid-Atlantic,2016,39,1313,7,2,0.685453,0.53,0.15
Census Regions,East North Central,2016,39,1392,7,3,0.718391,0.5,0.22
Census Regions,West North Central,2016,39,936,2,0,0.213675,0.21,0
Census Regions,South Atlantic,2016,39,2244,45,51,4.27807,2.01,2.27
Census Regions,East South Central,2016,39,559,1,3,0.715564,0.18,0.54
Census Regions,West South Central,2016,39,1177,10,11,1.7842,0.85,0.93
Census Regions,Mountain,2016,39,906,2,2,0.441501,0.22,0.22
Census Regions,Pacific,2016,39,1604,30,11,2.55611,1.87,0.69
Census Regions,New England,2016,40,623,6,0,0.963082,0.96,0
Census Regions,Mid-Atlantic,2016,40,1579,10,4,0.886637,0.63,0.25
Census Regions,East North Central,2016,40,2189,6,6,0.548196,0.27,0.27
Census Regions,West North Central,2016,40,1067,3,0,0.281162,0.28,0
Census Regions,South Atlantic,2016,40,2883,46,64,3.81547,1.6,2.22
Census Regions,East South Central,2016,40,832,5,4,1.08173,0.6,0.48
Census Regions,West South Central,2016,40,1710,26,18,2.5731,1.52,1.05
Census Regions,Mountain,2016,40,1066,8,0,0.750469,0.75,0
Census Regions,Pacific,2016,40,1585,21,1,1.38801,1.32,0.06
Census Regions,New England,2016,41,754,5,0,0.66313,0.66,0
Census Regions,Mid-Atlantic,2016,41,1580,2,3,0.316456,0.13,0.19
Census Regions,East North Central,2016,41,2478,8,7,0.605327,0.32,0.28
Census Regions,West North Central,2016,41,1109,1,0,0.0901713,0.09,0
Census Regions,South Atlantic,2016,41,2457,38,40,3.1746,1.55,1.63
Census Regions,East South Central,2016,41,953,12,7,1.9937,1.26,0.73
Census Regions,West South Central,2016,41,1678,16,20,2.14541,0.95,1.19
Census Regions,Mountain,2016,41,1141,9,3,1.05171,0.79,0.26
Census Regions,Pacific,2016,41,1625,15,3,1.10769,0.92,0.18
Census Regions,New England,2016,42,807,1,1,0.247831,0.12,0.12
Census Regions,Mid-Atlantic,2016,42,1720,16,1,0.988372,0.93,0.06
Census Regions,East North Central,2016,42,2596,11,14,0.96302,0.42,0.54
Census Regions,West North Central,2016,42,1231,4,2,0.487409,0.32,0.16
Census Regions,South Atlantic,2016,42,2731,36,56,3.36873,1.32,2.05
Census Regions,East South Central,2016,42,944,5,5,1.05932,0.53,0.53
Census Regions,West South Central,2016,42,1705,11,12,1.34897,0.65,0.7
Census Regions,Mountain,2016,42,1196,7,2,0.752508,0.59,0.17
Census Regions,Pacific,2016,42,1616,24,3,1.67079,1.49,0.19
Census Regions,New England,2016,43,740,2,0,0.27027,0.27,0
Census Regions,Mid-Atlantic,2016,43,1720,5,4,0.523256,0.29,0.23
Census Regions,East North Central,2016,43,2632,5,3,0.303951,0.19,0.11
Census Regions,West North Central,2016,43,1334,2,2,0.29985,0.15,0.15
Census Regions,South Atlantic,2016,43,2788,35,46,2.90531,1.26,1.65
Census Regions,East South Central,2016,43,892,6,6,1.34529,0.67,0.67
Census Regions,West South Central,2016,43,1722,17,18,2.03252,0.99,1.05
Census Regions,Mountain,2016,43,1258,13,0,1.03339,1.03,0
Census Regions,Pacific,2016,43,1670,54,4,3.47305,3.23,0.24
Census Regions,New England,2016,44,702,5,1,0.854701,0.71,0.14
Census Regions,Mid-Atlantic,2016,44,1790,11,1,0.670391,0.61,0.06
Census Regions,East North Central,2016,44,2891,15,9,0.830163,0.52,0.31
Census Regions,West North Central,2016,44,1324,5,2,0.528701,0.38,0.15
Census Regions,South Atlantic,2016,44,3231,63,77,4.33302,1.95,2.38
Census Regions,East South Central,2016,44,1016,15,10,2.46063,1.48,0.98
Census Regions,West South Central,2016,44,1859,20,12,1.72136,1.08,0.65
Census Regions,Mountain,2016,44,1316,14,1,1.13982,1.06,0.08
Census Regions,Pacific,2016,44,1894,44,1,2.37592,2.32,0.05
Census Regions,New England,2016,45,779,3,1,0.513479,0.39,0.13
Census Regions,Mid-Atlantic,2016,45,1886,13,3,0.848356,0.69,0.16
Census Regions,East North Central,2016,45,3190,10,6,0.501567,0.31,0.19
Census Regions,West North Central,2016,45,1260,1,0,0.0793651,0.08,0
Census Regions,South Atlantic,2016,45,3267,93,85,5.44842,2.85,2.6
Census Regions,East South Central,2016,45,1135,5,2,0.61674,0.44,0.18
Census Regions,West South Central,2016,45,2166,20,21,1.89289,0.92,0.97
Census Regions,Mountain,2016,45,1445,26,0,1.79931,1.8,0
Census Regions,Pacific,2016,45,2003,89,3,4.59311,4.44,0.15
Census Regions,New England,2016,46,831,10,1,1.32371,1.2,0.12
Census Regions,Mid-Atlantic,2016,46,1869,19,3,1.1771,1.02,0.16
Census Regions,East North Central,2016,46,3151,21,14,1.11076,0.67,0.44
Census Regions,West North Central,2016,46,1385,8,3,0.794224,0.58,0.22
Census Regions,South Atlantic,2016,46,3644,96,80,4.82986,2.63,2.2
Census Regions,East South Central,2016,46,1174,16,9,2.12947,1.36,0.77
Census Regions,West South Central,2016,46,2513,44,27,2.82531,1.75,1.07
Census Regions,Mountain,2016,46,1513,21,1,1.45406,1.39,0.07
Census Regions,Pacific,2016,46,2133,99,3,4.782,4.64,0.14
Census Regions,New England,2016,47,798,8,3,1.37845,1,0.38
Census Regions,Mid-Atlantic,2016,47,1887,32,4,1.90779,1.7,0.21
Census Regions,East North Central,2016,47,3017,36,9,1.49155,1.19,0.3
Census Regions,West North Central,2016,47,1271,14,2,1.25885,1.1,0.16
Census Regions,South Atlantic,2016,47,3678,142,109,6.82436,3.86,2.96
Census Regions,East South Central,2016,47,1126,15,9,2.13144,1.33,0.8
Census Regions,West South Central,2016,47,2248,35,21,2.4911,1.56,0.93
Census Regions,Mountain,2016,47,1508,39,1,2.65252,2.59,0.07
Census Regions,Pacific,2016,47,2111,116,7,5.82662,5.5,0.33
Census Regions,New England,2016,48,971,26,0,2.67765,2.68,0
Census Regions,Mid-Atlantic,2016,48,2259,50,9,2.61178,2.21,0.4
Census Regions,East North Central,2016,48,3622,31,11,1.15958,0.86,0.3
Census Regions,West North Central,2016,48,1575,25,5,1.90476,1.59,0.32
Census Regions,South Atlantic,2016,48,3990,150,96,6.16541,3.76,2.41
Census Regions,East South Central,2016,48,1303,17,17,2.60936,1.3,1.3
Census Regions,West South Central,2016,48,2544,26,25,2.00472,1.02,0.98
Census Regions,Mountain,2016,48,1769,58,0,3.27869,3.28,0
Census Regions,Pacific,2016,48,2514,117,11,5.09149,4.65,0.44
Census Regions,New England,2016,49,873,16,1,1.94731,1.83,0.11
Census Regions,Mid-Atlantic,2016,49,1756,53,5,3.30296,3.02,0.28
Census Regions,East North Central,2016,49,3627,66,19,2.34353,1.82,0.52
Census Regions,West North Central,2016,49,1593,25,1,1.63214,1.57,0.06
Census Regions,South Atlantic,2016,49,4035,218,94,7.73234,5.4,2.33
Census Regions,East South Central,2016,49,1261,24,9,2.61697,1.9,0.71
Census Regions,West South Central,2016,49,2357,50,31,3.43657,2.12,1.32
Census Regions,Mountain,2016,49,1617,68,4,4.45269,4.21,0.25
Census Regions,Pacific,2016,49,2478,155,12,6.73931,6.26,0.48
Census Regions,New England,2016,50,918,31,1,3.48584,3.38,0.11
Census Regions,Mid-Atlantic,2016,50,2418,121,6,5.25227,5,0.25
Census Regions,East North Central,2016,50,3872,94,19,2.91839,2.43,0.49
Census Regions,West North Central,2016,50,1547,41,2,2.77957,2.65,0.13
Census Regions,South Atlantic,2016,50,4316,396,120,11.9555,9.18,2.78
Census Regions,East South Central,2016,50,1436,44,13,3.96936,3.06,0.91
Census Regions,West South Central,2016,50,2869,121,28,5.19345,4.22,0.98
Census Regions,Mountain,2016,50,2102,143,2,6.89819,6.8,0.1
Census Regions,Pacific,2016,50,2945,320,9,11.1715,10.87,0.31
Census Regions,New England,2016,51,1051,79,4,7.89724,7.52,0.38
Census Regions,Mid-Atlantic,2016,51,2734,249,22,9.91222,9.11,0.8
Census Regions,East North Central,2016,51,4162,179,39,5.23787,4.3,0.94
Census Regions,West North Central,2016,51,1711,87,5,5.37697,5.08,0.29
Census Regions,South Atlantic,2016,51,5339,639,143,14.6469,11.97,2.68
Census Regions,East South Central,2016,51,1535,60,16,4.95114,3.91,1.04
Census Regions,West South Central,2016,51,2900,174,70,8.41379,6,2.41
Census Regions,Mountain,2016,51,2520,342,10,13.9683,13.57,0.4
Census Regions,Pacific,2016,51,3497,556,12,16.2425,15.9,0.34
Census Regions,New England,2016,52,1568,188,9,12.5638,11.99,0.57
Census Regions,Mid-Atlantic,2016,52,3051,477,23,16.3881,15.63,0.75
Census Regions,East North Central,2016,52,5175,354,52,7.84541,6.84,1
Census Regions,West North Central,2016,52,2008,134,10,7.17131,6.67,0.5
Census Regions,South Atlantic,2016,52,5250,673,132,15.3333,12.82,2.51
Census Regions,East South Central,2016,52,1805,107,28,7.47922,5.93,1.55
Census Regions,West South Central,2016,52,3641,226,74,8.23949,6.21,2.03
Census Regions,Mountain,2016,52,3149,549,11,17.7834,17.43,0.35
Census Regions,Pacific,2016,52,4845,1087,30,23.0547,22.44,0.62
Census Regions,New England,2017,1,1677,189,14,12.1049,11.27,0.83
Census Regions,Mid-Atlantic,2017,1,3956,564,35,15.1416,14.26,0.88
Census Regions,East North Central,2017,1,5784,428,68,8.57538,7.4,1.18
Census Regions,West North Central,2017,1,2252,177,11,8.34813,7.86,0.49
Census Regions,South Atlantic,2017,1,5071,562,110,13.2518,11.08,2.17
Census Regions,East South Central,2017,1,1596,84,16,6.26566,5.26,1
Census Regions,West South Central,2017,1,3343,239,78,9.4825,7.15,2.33
Census Regions,Mountain,2017,1,3398,460,5,13.6845,13.54,0.15
Census Regions,Pacific,2017,1,5761,1302,23,22.9995,22.6,0.4
Census Regions,New England,2017,2,1736,223,12,13.5369,12.85,0.69
Census Regions,Mid-Atlantic,2017,2,3369,546,37,17.3048,16.21,1.1
Census Regions,East North Central,2017,2,5896,571,97,11.3297,9.68,1.65
Census Regions,West North Central,2017,2,2580,280,16,11.4729,10.85,0.62
Census Regions,South Atlantic,2017,2,4584,532,93,13.6344,11.61,2.03
Census Regions,East South Central,2017,2,1466,103,25,8.73124,7.03,1.71
Census Regions,West South Central,2017,2,3784,431,97,13.9535,11.39,2.56
Census Regions,Mountain,2017,2,3336,468,7,14.2386,14.03,0.21
Census Regions,Pacific,2017,2,5944,1304,27,22.3923,21.94,0.45
Census Regions,New England,2017,3,1874,322,9,17.6628,17.18,0.48
Census Regions,Mid-Atlantic,2017,3,3558,692,41,20.6015,19.45,1.15
Census Regions,East North Central,2017,3,6311,786,152,14.8629,12.45,2.41
Census Regions,West North Central,2017,3,2658,392,32,15.9518,14.75,1.2
Census Regions,South Atlantic,2017,3,5290,883,162,19.7543,16.69,3.06
Census Regions,East South Central,2017,3,1424,129,29,11.0955,9.06,2.04
Census Regions,West South Central,2017,3,3549,476,112,16.568,13.41,3.16
Census Regions,Mountain,2017,3,3115,430,10,14.1252,13.8,0.32
Census Regions,Pacific,2017,3,5712,1223,40,22.1113,21.41,0.7
Census Regions,New England,2017,4,2133,380,18,18.6592,17.82,0.84
Census Regions,Mid-Atlantic,2017,4,4710,1061,76,24.1401,22.53,1.61
Census Regions,East North Central,2017,4,6495,880,215,16.8591,13.55,3.31
Census Regions,West North Central,2017,4,2689,408,29,16.2514,15.17,1.08
Census Regions,South Atlantic,2017,4,5430,892,191,19.9448,16.43,3.52
Census Regions,East South Central,2017,4,1434,129,19,10.3208,9,1.32
Census Regions,West South Central,2017,4,3857,537,112,16.8265,13.92,2.9
Census Regions,Mountain,2017,4,3212,427,19,13.8854,13.29,0.59
Census Regions,Pacific,2017,4,5306,935,47,18.5074,17.62,0.89
Census Regions,New England,2017,5,2099,499,21,24.7737,23.77,1
Census Regions,Mid-Atlantic,2017,5,4135,1074,69,27.6421,25.97,1.67
Census Regions,East North Central,2017,5,6915,1163,276,20.8098,16.82,3.99
Census Regions,West North Central,2017,5,2472,486,59,22.0469,19.66,2.39
Census Regions,South Atlantic,2017,5,6314,1242,229,23.2974,19.67,3.63
Census Regions,East South Central,2017,5,1795,196,43,13.3148,10.92,2.4
Census Regions,West South Central,2017,5,5155,974,214,23.0456,18.89,4.15
Census Regions,Mountain,2017,5,3357,522,21,16.1752,15.55,0.63
Census Regions,Pacific,2017,5,5112,854,56,17.8013,16.71,1.1
Census Regions,New England,2017,6,2335,645,38,29.2505,27.62,1.63
Census Regions,Mid-Atlantic,2017,6,4584,1452,142,34.7731,31.68,3.1
Census Regions,East North Central,2017,6,8981,1839,645,27.6584,20.48,7.18
Census Regions,West North Central,2017,6,3601,660,120,21.6606,18.33,3.33
Census Regions,South Atlantic,2017,6,6971,1347,285,23.4113,19.32,4.09
Census Regions,East South Central,2017,6,2113,282,58,16.0909,13.35,2.74
Census Regions,West South Central,2017,6,6179,1288,322,26.056,20.84,5.21
Census Regions,Mountain,2017,6,3922,599,55,16.6752,15.27,1.4
Census Regions,Pacific,2017,6,4686,640,45,14.618,13.66,0.96
Census Regions,New England,2017,7,2311,519,65,25.2704,22.46,2.81
Census Regions,Mid-Atlantic,2017,7,4302,1081,139,28.3589,25.13,3.23
Census Regions,East North Central,2017,7,8476,1820,770,30.5569,21.47,9.08
Census Regions,West North Central,2017,7,3950,695,207,22.8354,17.59,5.24
Census Regions,South Atlantic,2017,7,7563,1351,465,24.0116,17.86,6.15
Census Regions,East South Central,2017,7,2324,317,95,17.7281,13.64,4.09
Census Regions,West South Central,2017,7,5432,1061,325,25.5155,19.53,5.98
Census Regions,Mountain,2017,7,3826,595,44,16.7015,15.55,1.15
Census Regions,Pacific,2017,7,3309,325,75,12.0882,9.82,2.27
Census Regions,New England,2017,8,1927,424,65,25.3762,22,3.37
Census Regions,Mid-Atlantic,2017,8,3833,868,150,26.5588,22.65,3.91
Census Regions,East North Central,2017,8,7666,1595,846,31.8419,20.81,11.04
Census Regions,West North Central,2017,8,3507,575,222,22.726,16.4,6.33
Census Regions,South Atlantic,2017,8,5835,1158,407,26.8209,19.85,6.98
Census Regions,East South Central,2017,8,1791,229,113,19.0955,12.79,6.31
Census Regions,West South Central,2017,8,4235,756,283,24.5336,17.85,6.68
Census Regions,Mountain,2017,8,3698,472,70,14.6566,12.76,1.89
Census Regions,Pacific,2017,8,2632,223,59,10.7143,8.47,2.24
